initiator_weights,responder_weights,preference_conflict,minimax_selected,canonical_selected,minimum_total_selected,initiator_selected,responder_selected,minimax_maximum_regret,canonical_first_safe_maximum_regret,canonical_first_safe_fairness_gain,minimum_total_cost_maximum_regret,minimum_total_cost_fairness_gain,initiator_minimum_cost_maximum_regret,initiator_minimum_cost_fairness_gain,responder_minimum_cost_maximum_regret,responder_minimum_cost_fairness_gain
0/1000/9000,7000/3000/0,True,S03,S00,S04,S04,S00,0.2611111111111111111111111111,0.8388888888888888888888888889,0.5777777777777777777777777778,0.3596491228070175438596491228,0.0985380116959064327485380117,0.3596491228070175438596491228,0.0985380116959064327485380117,0.8388888888888888888888888889,0.5777777777777777777777777778
0/1000/9000,8000/0/2000,True,S03,S00,S04,S04,S00,0.4362573099415204678362573099,0.8388888888888888888888888889,0.4026315789473684210526315790,0.5491228070175438596491228070,0.1128654970760233918128654971,0.5491228070175438596491228070,0.1128654970760233918128654971,0.8388888888888888888888888889,0.4026315789473684210526315790
0/1000/9000,8000/1000/1000,True,S03,S00,S04,S04,S00,0.4140350877192982456140350877,0.8388888888888888888888888889,0.4248538011695906432748538012,0.5435672514619883040935672515,0.1295321637426900584795321638,0.5435672514619883040935672515,0.1295321637426900584795321638,0.8388888888888888888888888889,0.4248538011695906432748538012
0/1000/9000,8000/2000/0,True,S03,S00,S04,S04,S00,0.3918128654970760233918128654,0.8388888888888888888888888889,0.4470760233918128654970760235,0.5380116959064327485380116959,0.1461988304093567251461988305,0.5380116959064327485380116959,0.1461988304093567251461988305,0.8388888888888888888888888889,0.4470760233918128654970760235
0/1000/9000,9000/0/1000,True,S03,S00,S04,S04,S00,0.5602339181286549707602339182,0.8388888888888888888888888889,0.2786549707602339181286549707,0.7219298245614035087719298246,0.1616959064327485380116959064,0.7219298245614035087719298246,0.1616959064327485380116959064,0.8388888888888888888888888889,0.2786549707602339181286549707
0/1000/9000,9000/1000/0,True,S03,S00,S04,S04,S00,0.5380116959064327485380116959,0.8388888888888888888888888889,0.3008771929824561403508771930,0.7163742690058479532163742690,0.1783625730994152046783625731,0.7163742690058479532163742690,0.1783625730994152046783625731,0.8388888888888888888888888889,0.3008771929824561403508771930
0/1000/9000,10000/0/0,True,S02,S00,S00,S04,S00,0.5722222222222222222222222222,0.8388888888888888888888888889,0.2666666666666666666666666667,0.8388888888888888888888888889,0.2666666666666666666666666667,0.8947368421052631578947368421,0.3225146198830409356725146199,0.8388888888888888888888888889,0.2666666666666666666666666667
0/2000/8000,0/0/10000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/1000/9000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/2000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/3000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/4000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/5000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/6000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/7000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8722222222222222222222222222,0.8722222222222222222222222222,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/8000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8777777777777777777777777778,0.8777777777777777777777777778,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/9000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8833333333333333333333333333,0.8833333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,0/10000/0,False,S04,S00,S04,S04,S04,0E-28,0.8888888888888888888888888889,0.8888888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/0/9000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/1000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/2000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/3000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/4000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/5000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/6000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/7000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/8000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,1000/9000/0,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/0/8000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/1000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/2000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/3000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/4000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/5000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/6000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/7000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,2000/8000/0,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/0/7000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/1000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/2000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/3000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/4000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/5000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/6000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,3000/7000/0,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,4000/0/6000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,4000/1000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,4000/2000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,4000/3000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,4000/4000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8444444444444444444444444444,0.8444444444444444444444444444,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/2000/8000,4000/5000/1000,True,S04,S00,S04,S04,S02,0.0172514619883040935672514620,0.8444444444444444444444444444,0.8271929824561403508771929824,0.0172514619883040935672514620,0E-28,0.0172514619883040935672514620,0E-28,0.5333333333333333333333333333,0.5160818713450292397660818713
0/2000/8000,4000/6000/0,True,S04,S00,S04,S04,S02,0.0561403508771929824561403509,0.8444444444444444444444444444,0.7883040935672514619883040935,0.0561403508771929824561403509,0E-28,0.0561403508771929824561403509,0E-28,0.5333333333333333333333333333,0.4771929824561403508771929824
0/2000/8000,5000/0/5000,True,S04,S00,S04,S04,S00,0.0307017543859649122807017544,0.8444444444444444444444444444,0.8137426900584795321637426900,0.0307017543859649122807017544,0E-28,0.0307017543859649122807017544,0E-28,0.8444444444444444444444444444,0.8137426900584795321637426900
0/2000/8000,5000/1000/4000,True,S04,S00,S04,S04,S00,0.0251461988304093567251461988,0.8444444444444444444444444444,0.8192982456140350877192982456,0.0251461988304093567251461988,0E-28,0.0251461988304093567251461988,0E-28,0.8444444444444444444444444444,0.8192982456140350877192982456
0/2000/8000,5000/2000/3000,True,S04,S00,S04,S04,S01,0.0239766081871345029239766082,0.8444444444444444444444444444,0.8204678362573099415204678362,0.0239766081871345029239766082,0E-28,0.0239766081871345029239766082,0E-28,0.7333333333333333333333333333,0.7093567251461988304093567251
0/2000/8000,5000/3000/2000,True,S04,S00,S04,S04,S02,0.0479532163742690058479532163,0.8444444444444444444444444444,0.7964912280701754385964912281,0.0479532163742690058479532163,0E-28,0.0479532163742690058479532163,0E-28,0.5333333333333333333333333333,0.4853801169590643274853801170
0/2000/8000,5000/4000/1000,True,S04,S00,S04,S04,S02,0.0868421052631578947368421052,0.8444444444444444444444444444,0.7576023391812865497076023392,0.0868421052631578947368421052,0E-28,0.0868421052631578947368421052,0E-28,0.5333333333333333333333333333,0.4464912280701754385964912281
0/2000/8000,5000/5000/0,True,S04,S00,S04,S04,S02,0.1257309941520467836257309941,0.8444444444444444444444444444,0.7187134502923976608187134503,0.1257309941520467836257309941,0E-28,0.1257309941520467836257309941,0E-28,0.5333333333333333333333333333,0.4076023391812865497076023392
0/2000/8000,6000/0/4000,True,S04,S00,S04,S04,S00,0.2035087719298245614035087720,0.8444444444444444444444444444,0.6409356725146198830409356724,0.2035087719298245614035087720,0E-28,0.2035087719298245614035087720,0E-28,0.8444444444444444444444444444,0.6409356725146198830409356724
0/2000/8000,6000/1000/3000,True,S04,S00,S04,S04,S00,0.1979532163742690058479532164,0.8444444444444444444444444444,0.6464912280701754385964912280,0.1979532163742690058479532164,0E-28,0.1979532163742690058479532164,0E-28,0.8444444444444444444444444444,0.6464912280701754385964912280
0/2000/8000,6000/2000/2000,True,S04,S00,S04,S04,S00,0.1923976608187134502923976608,0.8444444444444444444444444444,0.6520467836257309941520467836,0.1923976608187134502923976608,0E-28,0.1923976608187134502923976608,0E-28,0.8444444444444444444444444444,0.6520467836257309941520467836
0/2000/8000,6000/3000/1000,True,S04,S00,S04,S04,S01,0.1976608187134502923976608187,0.8444444444444444444444444444,0.6467836257309941520467836257,0.1976608187134502923976608187,0E-28,0.1976608187134502923976608187,0E-28,0.7333333333333333333333333333,0.5356725146198830409356725146
0/2000/8000,6000/4000/0,True,S04,S00,S04,S04,S01,0.2198830409356725146198830410,0.8444444444444444444444444444,0.6245614035087719298245614034,0.2198830409356725146198830410,0E-28,0.2198830409356725146198830410,0E-28,0.7333333333333333333333333333,0.5134502923976608187134502923
0/2000/8000,7000/0/3000,True,S03,S00,S04,S04,S00,0.3122807017543859649122807017,0.8444444444444444444444444444,0.5321637426900584795321637427,0.3763157894736842105263157895,0.0640350877192982456140350878,0.3763157894736842105263157895,0.0640350877192982456140350878,0.8444444444444444444444444444,0.5321637426900584795321637427
0/2000/8000,7000/1000/2000,True,S03,S00,S04,S04,S00,0.2900584795321637426900584795,0.8444444444444444444444444444,0.5543859649122807017543859649,0.3707602339181286549707602339,0.0807017543859649122807017544,0.3707602339181286549707602339,0.0807017543859649122807017544,0.8444444444444444444444444444,0.5543859649122807017543859649
0/2000/8000,7000/2000/1000,True,S03,S00,S04,S04,S00,0.2678362573099415204678362573,0.8444444444444444444444444444,0.5766081871345029239766081871,0.3652046783625730994152046784,0.0973684210526315789473684211,0.3652046783625730994152046784,0.0973684210526315789473684211,0.8444444444444444444444444444,0.5766081871345029239766081871
0/2000/8000,7000/3000/0,True,S03,S00,S04,S04,S00,0.2456140350877192982456140350,0.8444444444444444444444444444,0.5988304093567251461988304094,0.3596491228070175438596491228,0.1140350877192982456140350878,0.3596491228070175438596491228,0.1140350877192982456140350878,0.8444444444444444444444444444,0.5988304093567251461988304094
0/2000/8000,8000/0/2000,True,S03,S00,S04,S04,S00,0.4362573099415204678362573099,0.8444444444444444444444444444,0.4081871345029239766081871345,0.5491228070175438596491228070,0.1128654970760233918128654971,0.5491228070175438596491228070,0.1128654970760233918128654971,0.8444444444444444444444444444,0.4081871345029239766081871345
0/2000/8000,8000/1000/1000,True,S03,S00,S04,S04,S00,0.4140350877192982456140350877,0.8444444444444444444444444444,0.4304093567251461988304093567,0.5435672514619883040935672515,0.1295321637426900584795321638,0.5435672514619883040935672515,0.1295321637426900584795321638,0.8444444444444444444444444444,0.4304093567251461988304093567
0/2000/8000,8000/2000/0,True,S03,S00,S04,S04,S00,0.3918128654970760233918128654,0.8444444444444444444444444444,0.4526315789473684210526315790,0.5380116959064327485380116959,0.1461988304093567251461988305,0.5380116959064327485380116959,0.1461988304093567251461988305,0.8444444444444444444444444444,0.4526315789473684210526315790
0/2000/8000,9000/0/1000,True,S02,S00,S04,S04,S00,0.5333333333333333333333333333,0.8444444444444444444444444444,0.3111111111111111111111111111,0.7219298245614035087719298246,0.1885964912280701754385964913,0.7219298245614035087719298246,0.1885964912280701754385964913,0.8444444444444444444444444444,0.3111111111111111111111111111
0/2000/8000,9000/1000/0,True,S02,S00,S04,S04,S00,0.5333333333333333333333333333,0.8444444444444444444444444444,0.3111111111111111111111111111,0.7163742690058479532163742690,0.1830409356725146198830409357,0.7163742690058479532163742690,0.1830409356725146198830409357,0.8444444444444444444444444444,0.3111111111111111111111111111
0/2000/8000,10000/0/0,True,S02,S00,S00,S04,S00,0.5333333333333333333333333333,0.8444444444444444444444444444,0.3111111111111111111111111111,0.8444444444444444444444444444,0.3111111111111111111111111111,0.8947368421052631578947368421,0.3614035087719298245614035088,0.8444444444444444444444444444,0.3111111111111111111111111111
0/3000/7000,0/0/10000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/1000/9000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/2000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/3000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/4000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8555555555555555555555555556,0.8555555555555555555555555556,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/5000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8611111111111111111111111110,0.8611111111111111111111111110,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/6000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8666666666666666666666666666,0.8666666666666666666666666666,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/7000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8722222222222222222222222222,0.8722222222222222222222222222,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/8000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8777777777777777777777777778,0.8777777777777777777777777778,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/9000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8833333333333333333333333333,0.8833333333333333333333333333,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,0/10000/0,False,S04,S00,S04,S04,S04,0E-28,0.8888888888888888888888888889,0.8888888888888888888888888889,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/0/9000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/1000/8000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/2000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/3000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/4000/5000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/5000/4000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/6000/3000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/7000/2000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/8000/1000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,1000/9000/0,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,2000/0/8000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,2000/1000/7000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
0/3000/7000,2000/2000/6000,False,S04,S00,S04,S04,S04,0E-28,0.8500000000000000000000000000,0.8500000000000000000000000000,0E-28,0E-28,0E-28,0E-28,0E-28,0E-28
